clip,time_s,phase,foot_l_x_m,foot_l_y_m,foot_l_z_m,ball_l_x_m,ball_l_y_m,ball_l_z_m,foot_r_x_m,foot_r_y_m,foot_r_z_m,ball_r_x_m,ball_r_y_m,ball_r_z_m,hand_l_x_m,hand_l_y_m,hand_l_z_m,hand_r_x_m,hand_r_y_m,hand_r_z_m
walk,0.875000026,0.656250000,0.089056069,0.278131989,-0.348594872,0.089056336,0.105908994,-0.367895468,-0.090228525,0.113915155,0.069232051,-0.089169439,0.015549953,0.211908032,0.282766448,0.955636989,0.180327196,-0.284601280,0.907621911,-0.097745328
walk,0.879166693,0.659375000,0.089070766,0.281704968,-0.344078616,0.089072487,0.109886847,-0.366701762,-0.090271546,0.114243419,0.065397659,-0.089168003,0.015537956,0.207838115,0.282154069,0.955080338,0.176275404,-0.286002026,0.908768436,-0.095914548
walk,0.883333360,0.662500000,0.089076246,0.285379605,-0.339551733,0.089079564,0.114030482,-0.365489199,-0.090319290,0.114592694,0.061556460,-0.089172455,0.015547338,0.203760437,0.281502143,0.954546863,0.172216271,-0.287391089,0.909916876,-0.094079903
walk,0.887500026,0.665625000,0.089072231,0.289155702,-0.335015560,0.089076733,0.118339537,-0.364257866,-0.090371773,0.114963038,0.057708692,-0.089182817,0.015578175,0.199675250,0.280810635,0.954036789,0.168150369,-0.288768447,0.911067206,-0.092241468
walk,0.891666693,0.668750000,0.089058447,0.293033036,-0.330471431,0.089063163,0.122813598,-0.363007850,-0.090429013,0.115354505,0.053854592,-0.089199111,0.015630542,0.195582804,0.280079520,0.953550334,0.164078274,-0.290134077,0.912219401,-0.090399315
walk,0.895833360,0.671875000,0.089034628,0.297011363,-0.325920680,0.089038031,0.127452208,-0.361739240,-0.090491027,0.115767146,0.049994399,-0.089221358,0.015704512,0.191483353,0.279308780,0.953087712,0.160000563,-0.291487960,0.913373435,-0.088553519
walk,0.900000027,0.675000000,0.089000514,0.301090396,-0.321364615,0.089000522,0.132254837,-0.360452092,-0.090557829,0.116201007,0.046128354,-0.089249579,0.015800150,0.187377152,0.278498412,0.952649134,0.155917816,-0.292830075,0.914529282,-0.086704149
walk,0.904166694,0.678125000,0.089019217,0.303602876,-0.314976325,0.089022920,0.135324879,-0.356398434,-0.090596330,0.116499415,0.042334331,-0.089234955,0.015739431,0.183326666,0.278013377,0.952302719,0.151848267,-0.294243390,0.915678471,-0.084444689
walk,0.908333360,0.681250000,0.089032954,0.306234598,-0.308604592,0.089040199,0.138546516,-0.352353663,-0.090639965,0.116820203,0.038532162,-0.089226751,0.015701487,0.179266928,0.277487342,0.951976385,0.147772031,-0.295641178,0.916831892,-0.082180611
walk,0.912500027,0.684375000,0.089041541,0.308985236,-0.302251471,0.089051720,0.141919318,-0.348319377,-0.090688760,0.117163442,0.034722131,-0.089225001,0.015686416,0.175198239,0.276920253,0.951670342,0.143689676,-0.297023404,0.917989513,-0.079912029
walk,0.916666694,0.687500000,0.089044791,0.311854427,-0.295919013,0.089056846,0.145442812,-0.344297167,-0.090742742,0.117529204,0.030904527,-0.089229738,0.015694311,0.171120902,0.276312066,0.951384797,0.139601770,-0.298390037,0.919151301,-0.077639057
walk,0.920833361,0.690625000,0.089042516,0.314841774,-0.289609258,0.089054940,0.149116481,-0.340288618,-0.090801938,0.117917552,0.027079636,-0.089240995,0.015725262,0.167035220,0.275662746,0.951119953,0.135508884,-0.299741045,0.920317223,-0.075361808
walk,0.925000028,0.693750000,0.089034530,0.317946841,-0.283324238,0.089045365,0.152939766,-0.336295307,-0.090866372,0.118328551,0.023247748,-0.089258803,0.015779355,0.162941501,0.274972268,0.950876008,0.131411593,-0.301076397,0.921487245,-0.073080395
walk,0.929166694,0.696875000,0.089020646,0.321169157,-0.277065977,0.089027487,0.156912064,-0.332318804,-0.090936067,0.118762257,0.019409153,-0.089283192,0.015856672,0.158840050,0.274240615,0.950653157,0.127310471,-0.302396065,0.922661334,-0.070794933
walk,0.933333361,0.700000000,0.089000675,0.324508204,-0.270836480,0.089000673,0.161032715,-0.328360656,-0.091011048,0.119218724,0.015564143,-0.089314193,0.015957288,0.154731175,0.273467782,0.950451593,0.123206100,-0.303700021,0.923839457,-0.068505534
walk,0.937500028,0.703125000,0.088998051,0.325965486,-0.263163418,0.089001441,0.162975574,-0.322049372,-0.091054070,0.119521557,0.011788018,-0.089298546,0.015891497,0.150680049,0.273012873,0.950299641,0.119357270,-0.305040492,0.924940017,-0.065836229
walk,0.941666695,0.706250000,0.088996363,0.327553681,-0.255523692,0.089002802,0.165060797,-0.315767614,-0.091102567,0.119848090,0.008003915,-0.089289735,0.015849873,0.146619764,0.272519752,0.950162784,0.115503879,-0.306361575,0.926047675,-0.063162120
walk,0.945833362,0.709375000,0.088995547,0.329272096,-0.247919670,0.089004379,0.167287661,-0.309517648,-0.091156571,0.120198394,0.004212156,-0.089287799,0.015832514,0.142550658,0.271988375,0.950041187,0.111646405,-0.307663227,0.927162393,-0.060483369
walk,0.950000028,0.712500000,0.088995534,0.331119998,-0.240353702,0.089005789,0.169655403,-0.303301723,-0.091216111,0.120572538,0.000413062,-0.089292776,0.015839511,0.138473068,0.271418706,0.949935014,0.107785326,-0.308945408,0.928284128,-0.057800136
walk,0.954166695,0.715625000,0.088996251,0.333096608,-0.232828126,0.089006644,0.172163213,-0.297122075,-0.091281218,0.120970585,-0.003393044,-0.089304703,0.015870952,0.134387337,0.270810717,0.949844427,0.103921126,-0.310208080,0.929412841,-0.055112582
walk,0.958333362,0.718750000,0.088997616,0.335201105,-0.225345262,0.089006551,0.174810238,-0.290980923,-0.091351920,0.121392594,-0.007205839,-0.089323616,0.015926921,0.130293805,0.270164386,0.949769585,0.100054286,-0.311451204,0.930548489,-0.052420868
walk,0.962500029,0.721875000,0.088999543,0.337432626,-0.217907416,0.089005113,0.177595580,-0.284880469,-0.091428244,0.121838621,-0.011024996,-0.089349547,0.016007497,0.126192816,0.269479700,0.949710645,0.096185292,-0.312674745,0.931691031,-0.049725154
walk,0.966666695,0.725000000,0.089001940,0.339790234,-0.210516862,0.089001928,0.180518264,-0.278822872,-0.091510216,0.122308713,-0.014850189,-0.089382531,0.016112752,0.122084714,0.268756658,0.949667762,0.092314634,-0.313878668,0.932840422,-0.047025598
walk,0.970833362,0.728125000,0.088975507,0.340024296,-0.202207841,0.088974669,0.180943351,-0.270957552,-0.091557179,0.122613272,-0.018616602,-0.089366344,0.016047525,0.118029725,0.268329558,0.949575985,0.088781775,-0.315085381,0.933848178,-0.044007231
walk,0.975000029,0.731250000,0.088956464,0.340389846,-0.193922398,0.088955376,0.181501277,-0.263115544,-0.091609856,0.122941966,-0.022389833,-0.089357256,0.016006960,0.113966711,0.267868690,0.949494653,0.085245943,-0.316269073,0.934865824,-0.040984387
walk,0.979166696,0.734375000,0.088944882,0.340886200,-0.185662732,0.088943953,0.182191361,-0.255299042,-0.091668277,0.123294854,-0.026169552,-0.089355302,0.015991142,0.109896020,0.267374018,0.949423891,0.081707513,-0.317429697,0.935893310,-0.037957279
walk,0.983333363,0.737500000,0.088940828,0.341512639,-0.177431026,0.088940294,0.183012884,-0.247510225,-0.091732468,0.123671992,-0.029955430,-0.089360517,0.016000147,0.105818000,0.266845517,0.949363825,0.078166862,-0.318567209,0.936930588,-0.034926117
walk,0.987500029,0.740625000,0.088944360,0.342268404,-0.169229446,0.088944285,0.183965090,-0.239751256,-0.091802455,0.124073429,-0.033747134,-0.089372933,0.016034051,0.101733001,0.266283164,0.949314578,0.074624370,-0.319681566,0.937977606,-0.031891113
walk,0.991666696,0.743750000,0.088955528,0.343152702,-0.161060146,0.088955806,0.185047183,-0.232024284,-0.091878262,0.124499212,-0.037544331,-0.089392582,0.016092921,0.097641372,0.265686942,0.949276274,0.071080415,-0.320772728,0.939034314,-0.028852478
walk,0.995833363,0.746875000,0.088974374,0.344164700,-0.152925260,0.088974730,0.186258335,-0.224331438,-0.091959914,0.124949381,-0.041346689,-0.089419495,0.016176824,0.093543465,0.265056839,0.949249034,0.067535376,-0.321840656,0.940100660,-0.025810424
walk,1.000000030,0.750000000,0.089000934,0.345303515,-0.144826902,0.089000920,0.187597653,-0.216674815,-0.092047432,0.125423973,-0.045153873,-0.089453700,0.016285817,0.089439634,0.264392854,0.949232978,0.063989639,-0.322885313,0.941176589,-0.022765159
walk,1.004166697,0.753125000,0.088959416,0.344199520,-0.136498718,0.088950199,0.185792477,-0.206787201,-0.092097424,0.125724000,-0.048919096,-0.089437366,0.016222717,0.085377846,0.264000775,0.949062814,0.060792970,-0.323903569,0.942044606,-0.019464255
walk,1.008333363,0.756250000,0.088929796,0.343217785,-0.128157756,0.088913936,0.184125080,-0.196880203,-0.092153251,0.126047269,-0.052689222,-0.089428229,0.016183427,0.081309974,0.263579607,0.948899488,0.057594424,-0.324895576,0.942924927,-0.016159739
walk,1.012500030,0.759375000,0.088912273,0.342358382,-0.119805834,0.088892364,0.182595595,-0.186955791,-0.092214931,0.126393818,-0.056463946,-0.089426314,0.016168005,0.077236340,0.263129325,0.948743095,0.054394287,-0.325861288,0.943817494,-0.012851872
walk,1.016666697,0.762500000,0.088907039,0.341621355,-0.111444765,0.088885711,0.181204126,-0.177015937,-0.092282480,0.126763681,-0.060242959,-0.089431641,0.016176507,0.073157271,0.262649907,0.948593731,0.051192849,-0.326800663,0.944722245,-0.009540913
walk,1.020833364,0.765625000,0.088914282,0.341006723,-0.103076366,0.088894201,0.179950748,-0.167062614,-0.092355911,0.127156886,-0.064025953,-0.089444232,0.016208987,0.069073092,0.262141338,0.948451489,0.047990401,-0.327713659,0.945639121,-0.006227124
walk,1.025000031,0.768750000,0.088934184,0.340514479,-0.094702448,0.088918050,0.178835508,-0.157097793,-0.092435239,0.127573460,-0.067812620,-0.089464107,0.016265491,0.064984131,0.261603602,0.948316465,0.044787232,-0.328600240,0.946568059,-0.002910764
walk,1.029166697,0.771875000,0.088966920,0.340144588,-0.086324825,0.088957469,0.177858427,-0.147123444,-0.092520476,0.128013424,-0.071602651,-0.089491284,0.016346062,0.060890715,0.261036692,0.948188751,0.041583634,-0.329460371,0.947508997,0.000407908
walk,1.033333364,0.775000000,0.089012661,0.339896957,-0.077945313,0.089012660,0.177019450,-0.137141506,-0.092611632,0.128476791,-0.075395735,-0.089525779,0.016450737,0.056793172,0.260440606,0.948068437,0.038379904,-0.330294018,0.948461865,0.003728635
walk,1.037500031,0.778125000,0.088969497,0.337594477,-0.069929051,0.088953423,0.173247809,-0.124914892,-0.092663546,0.128768894,-0.079168011,-0.089509723,0.016393700,0.052722608,0.260094974,0.947696359,0.035511217,-0.331077472,0.949136183,0.007241881
walk,1.041666698,0.781250000,0.088939177,0.335406849,-0.061861796,0.088911349,0.169699881,-0.112601018,-0.092721282,0.129081976,-0.082942688,-0.089500795,0.016358224,0.048648536,0.259724664,0.947328543,0.032641447,-0.331832027,0.949824653,0.010757393
walk,1.045833365,0.784375000,0.088921971,0.333335065,-0.053745275,0.088886855,0.166377549,-0.100204442,-0.092784839,0.129416051,-0.086719519,-0.089498997,0.016344341,0.044571219,0.259329659,0.946965059,0.029770813,-0.332557645,0.950527208,0.014274869
walk,1.050000031,0.787500000,0.088918145,0.331380088,-0.045581233,0.088880344,0.163282597,-0.087729761,-0.092854217,0.129771129,-0.090498255,-0.089504335,0.016352083,0.040490922,0.258909942,0.946605979,0.026899535,-0.333254292,0.951243775,0.017794006
walk,1.054166698,0.790625000,0.088927962,0.329542856,-0.037371434,0.088892211,0.160416707,-0.075181612,-0.092929412,0.130147216,-0.094278649,-0.089516810,0.016381476,0.036407910,0.258465502,0.946251374,0.024027834,-0.333921935,0.951974284,0.021314504
walk,1.058333365,0.793750000,0.088951679,0.327824279,-0.029117660,0.088922834,0.157781460,-0.062564670,-0.093010423,0.130544318,-0.098060454,-0.089536425,0.016432544,0.032322446,0.257996328,0.945901315,0.021155929,-0.334560546,0.952718659,0.024836060
walk,1.062500032,0.796875000,0.088989550,0.326225239,-0.020821711,0.088972583,0.155378330,-0.049883642,-0.093097246,0.130962434,-0.101843422,-0.089563180,0.016505308,0.028234797,0.257502413,0.945555874,0.018284042,-0.335170100,0.953476827,0.028358373
walk,1.066666698,0.800000000,0.089041825,0.324746589,-0.012485403,0.089041813,0.153208690,-0.037143268,-0.093189875,0.131401563,-0.105627304,-0.089597075,0.016599785,0.024145227,0.256983752,0.945215121,0.015412395,-0.335750574,0.954248712,0.031881142
walk,1.070833365,0.803125000,0.089006356,0.321452374,-0.004993876,0.088988177,0.149141505,-0.023493311,-0.093242507,0.131682186,-0.109414274,-0.089581764,0.016551996,0.020065086,0.256698196,0.944560158,0.012854502,-0.336263076,0.954692284,0.035532743
walk,1.075000032,0.806250000,0.088981607,0.318269556,0.002569201,0.088950196,0.145406742,-0.009748083,-0.093300797,0.131981702,-0.113200774,-0.089573354,0.016523677,0.015984430,0.256391990,0.943907715,0.010296149,-0.336744770,0.955151157,0.039184920
walk,1.079166699,0.809375000,0.088967855,0.315199518,0.010201904,0.088928304,0.142006491,0.004082519,-0.093364729,0.132300106,-0.116986628,-0.089571832,0.016514837,0.011903448,0.256065123,0.943257846,0.007737501,-0.337195630,0.955625252,0.042837341
walk,1.083333366,0.812500000,0.088965374,0.312243596,0.017902278,0.088922905,0.138942507,0.017988553,-0.093434288,0.132637390,-0.120771661,-0.089577184,0.016525481,0.007822327,0.255717582,0.942610604,0.005178721,-0.337615635,0.956114489,0.046489670
walk,1.087500032,0.815625000,0.088974431,0.309403089,0.025668342,0.088934380,0.136216215,0.031960043,-0.093509456,0.132993545,-0.124555699,-0.089589397,0.016555616,0.003741254,0.255349360,0.941966042,0.002619978,-0.338004768,0.956618784,0.050141577
walk,1.091666699,0.818750000,0.088995290,0.306679260,0.033498089,0.088963080,0.133828716,0.045986988,-0.093590215,0.133368561,-0.128338566,-0.089608456,0.016605243,-0.000339584,0.254960451,0.941324213,0.000061435,-0.338363015,0.957138053,0.053792727
walk,1.095833366,0.821875000,0.089028208,0.304073333,0.041389487,0.089009330,0.131780782,0.060059372,-0.093676549,0.133762425,-0.132120088,-0.089634345,0.016674364,-0.004419998,0.254550849,0.940685171,-0.002496739,-0.338690364,0.957672210,0.057442791
walk,1.100000033,0.825000000,0.089073438,0.301586490,0.049340478,0.089073427,0.130072855,0.074167179,-0.093768437,0.134175121,-0.135900091,-0.089667048,0.016762977,-0.008499804,0.254120551,0.940048968,-0.005054379,-0.338986811,0.958221168,0.061091435
walk,1.104166700,0.828125000,0.089052041,0.297488086,0.056096533,0.089033887,0.127108297,0.087782742,-0.093820321,0.134427624,-0.139708301,-0.089652791,0.016713996,-0.012588676,0.253907872,0.939147437,-0.007322430,-0.339207845,0.958491340,0.064804422
walk,1.108333366,0.831250000,0.089037248,0.293500401,0.062922767,0.089005947,0.124528674,0.101417444,-0.093877490,0.134698836,-0.143513682,-0.089645022,0.016684264,-0.016675549,0.253678177,0.938247336,-0.009590456,-0.339397036,0.958777185,0.068516142
walk,1.112500033,0.834375000,0.089029313,0.289624663,0.069817238,0.088989991,0.122332942,0.115058382,-0.093939920,0.134988738,-0.147316091,-0.089643717,0.016673772,-0.020760270,0.253431459,0.937348704,-0.011858334,-0.339554376,0.959078615,0.072226246
walk,1.116666700,0.837500000,0.089028489,0.285862067,0.076777985,0.088986371,0.120519584,0.128692731,-0.094007586,0.135297310,-0.151115382,-0.089648854,0.016682508,-0.024842686,0.253167713,0.936451578,-0.014125939,-0.339679860,0.959395538,0.075934383
walk,1.120833367,0.840625000,0.089035021,0.282213774,0.083803023,0.088995406,0.119086616,0.142307764,-0.094080463,0.135624533,-0.154911413,-0.089660409,0.016710459,-0.028922646,0.252886933,0.935555998,-0.016393150,-0.339773490,0.959727865,0.079640205
walk,1.125000034,0.843750000,0.089049153,0.278680910,0.090890351,0.089017385,0.118031588,0.155890867,-0.094158526,0.135970383,-0.158704038,-0.089678359,0.016757613,-0.032999996,0.252589117,0.934662002,-0.018659842,-0.339835269,0.960075502,0.083343362
walk,1.129166700,0.846875000,0.089071124,0.275264563,0.098037944,0.089052559,0.117351593,0.169429562,-0.094241750,0.136334837,-0.162493114,-0.089702680,0.016823953,-0.037074585,0.252274262,0.933769629,-0.020925891,-0.339865205,0.960438354,0.087043507
walk,1.133333367,0.850000000,0.089101164,0.271965774,0.105243745,0.089101149,0.117043257,0.182911500,-0.094330108,0.136717868,-0.166278499,-0.089733346,0.016909462,-0.041146262,0.251942368,0.932878916,-0.023191172,-0.339863310,0.960816323,0.090740293
walk,1.137500034,0.853125000,0.089094434,0.267272729,0.111046875,0.089077366,0.115466521,0.194641982,-0.094379771,0.136934660,-0.170113194,-0.089720733,0.016857397,-0.045241229,0.251803965,0.931801714,-0.025194506,-0.339800782,0.960984342,0.094435961
walk,1.141666701,0.856250000,0.089089543,0.262692134,0.116900769,0.089060186,0.114228908,0.206298404,-0.094434123,0.137170615,-0.173943493,-0.089713956,0.016824965,-0.049332459,0.251651788,0.930725350,-0.027197467,-0.339706347,0.961167601,0.098128602
walk,1.145833367,0.859375000,0.089086704,0.258224867,0.122803550,0.089049906,0.113326301,0.217870224,-0.094493135,0.137425705,-0.177769254,-0.089712988,0.016812143,-0.053419804,0.251485836,0.929649850,-0.029199966,-0.339580015,0.961366007,0.101817864
walk,1.150000034,0.862500000,0.089086126,0.253871771,0.128753326,0.089046795,0.112754221,0.229347085,-0.094556778,0.137699901,-0.181590338,-0.089717802,0.016818907,-0.057503117,0.251306105,0.928575242,-0.031201912,-0.339421801,0.961579465,0.105503397
walk,1.154166701,0.865625000,0.089088017,0.249633661,0.134748194,0.089051096,0.112507831,0.240718827,-0.094625023,0.137993174,-0.185406605,-0.089728369,0.016845234,-0.061582252,0.251112594,0.927501553,-0.033203217,-0.339231725,0.961807877,0.109184853
walk,1.158333368,0.868750000,0.089092579,0.245511316,0.140786234,0.089063027,0.112581951,0.251975502,-0.094697841,0.138305490,-0.189217915,-0.089744660,0.016891097,-0.065657063,0.250905301,0.926428810,-0.035203790,-0.339009808,0.962051146,0.112861883
walk,1.162500035,0.871875000,0.089100013,0.241505485,0.146865516,0.089082779,0.112971059,0.263107385,-0.094775203,0.138636817,-0.193024130,-0.089766648,0.016956470,-0.069727405,0.250684228,0.925357041,-0.037203542,-0.338756079,0.962309173,0.116534139
walk,1.166666701,0.875000000,0.089110514,0.237616858,0.152984070,0.089110515,0.113669269,0.274104947,-0.094857078,0.138987116,-0.196825110,-0.089794303,0.017041320,-0.073793132,0.250449377,0.924286271,-0.039202378,-0.338470568,0.962581852,0.120201275
walk,1.170833368,0.878125000,0.089116965,0.232550431,0.157698904,0.089102547,0.112585742,0.282765857,-0.094902815,0.139163180,-0.200691293,-0.089783962,0.016986403,-0.077891008,0.250386782,0.923110785,-0.040970551,-0.338149856,0.962705683,0.123800274
walk,1.175000035,0.881250000,0.089120795,0.227604036,0.162434952,0.089096005,0.111747776,0.291317045,-0.094952460,0.139358814,-0.204552430,-0.089778563,0.016951427,-0.081984325,0.250313266,0.921935920,-0.042738152,-0.337798198,0.962843544,0.127394810
walk,1.179166702,0.884375000,0.089122195,0.222778326,0.167190645,0.089091135,0.111151739,0.299752969,-0.095005983,0.139573986,-0.208408372,-0.089778079,0.016936362,-0.086072927,0.250228827,0.920761695,-0.044505116,-0.337415621,0.962995340,0.130984547
walk,1.183333369,0.887500000,0.089121356,0.218073928,0.171964412,0.089088164,0.110793847,0.308068221,-0.095063354,0.139808659,-0.212258970,-0.089782479,0.016941181,-0.090156658,0.250133466,0.919588127,-0.046271382,-0.337002159,0.963160977,0.134569152
walk,1.187500035,0.890625000,0.089118468,0.213491440,0.176754674,0.089087309,0.110670168,0.316257530,-0.095124541,0.140062796,-0.216104076,-0.089791734,0.016965851,-0.094235363,0.250027183,0.918415236,-0.048036885,-0.336557847,0.963340356,0.138148294
walk,1.191666702,0.893750000,0.089113722,0.209031437,0.181559847,0.089088775,0.110776629,0.324315765,-0.095189515,0.140336359,-0.219943544,-0.089805814,0.017010341,-0.098308888,0.249909979,0.917243039,-0.049801561,-0.336082724,0.963533380,0.141721641
walk,1.195833369,0.896875000,0.089107307,0.204694465,0.186378345,0.089092750,0.111109021,0.332237943,-0.095258243,0.140629309,-0.223777225,-0.089824688,0.017074617,-0.102377078,0.249781855,0.916071555,-0.051565348,-0.335576835,0.963739949,0.145288864
walk,1.200000036,0.900000000,0.089099411,0.200481045,0.191208574,0.089099411,0.111662999,0.340019227,-0.095330695,0.140941603,-0.227604974,-0.089848327,0.017158643,-0.106439779,0.249642813,0.914900803,-0.053328182,-0.335040227,0.963959962,0.148849633
walk,1.204166703,0.903125000,0.089113809,0.195491682,0.195021318,0.089102038,0.110439414,0.346015916,-0.095370396,0.141070283,-0.231507902,-0.089840644,0.017099161,-0.110537393,0.249660338,0.913708658,-0.054894460,-0.334500293,0.964083464,0.152272472
walk,1.208333369,0.906250000,0.089122659,0.190637648,0.198827444,0.089102394,0.109404865,0.351910733,-0.095413145,0.141219445,-0.235405993,-0.089836845,0.017060408,-0.114630503,0.249669404,0.912517189,-0.056460107,-0.333931413,0.964219073,0.155689958
walk,1.212500036,0.909375000,0.089126176,0.185919505,0.202625531,0.089100747,0.108557508,0.357700934,-0.095458912,0.141389046,-0.239299066,-0.089836899,0.017042351,-0.118718917,0.249670010,0.911326407,-0.058025078,-0.333333628,0.964366700,0.159101790
walk,1.216666703,0.912500000,0.089124581,0.181337784,0.206414148,0.089097360,0.107895429,0.363383830,-0.095507666,0.141579046,-0.243186940,-0.089840777,0.017044961,-0.122802442,0.249662159,0.910136325,-0.059589331,-0.332706982,0.964526257,0.162507666
walk,1.220833370,0.915625000,0.089118093,0.176892985,0.210191867,0.089092492,0.107416654,0.368956791,-0.095559378,0.141789398,-0.247069433,-0.089848451,0.017068201,-0.126880885,0.249645852,0.908946953,-0.061152822,-0.332051524,0.964697650,0.165907289
walk,1.225000037,0.918750000,0.089106936,0.172585578,0.213957254,0.089086396,0.107119149,0.374417249,-0.095614016,0.142020055,-0.250946365,-0.089859889,0.017112035,-0.130954055,0.249621090,0.907758304,-0.062715508,-0.331367304,0.964880787,0.169300361
walk,1.229166703,0.921875000,0.089091333,0.168416001,0.217708878,0.089079321,0.107000822,0.379762698,-0.095671549,0.142270970,-0.254817557,-0.089875061,0.017176424,-0.135021761,0.249587876,0.906570388,-0.064277345,-0.330654379,0.965075576,0.172686585
walk,1.233333370,0.925000000,0.089071511,0.164384661,0.221445301,0.089071512,0.107059515,0.384990689,-0.095731946,0.142542089,-0.258682830,-0.089893937,0.017261327,-0.139083812,0.249546212,0.905383219,-0.065838291,-0.329912806,0.965281919,0.176065664
walk,1.237500037,0.928125000,0.089089086,0.159984275,0.224455036,0.089079011,0.105597550,0.389000932,-0.095762775,0.142607522,-0.262631302,-0.089888664,0.017186203,-0.143181462,0.249649415,0.904259832,-0.067238121,-0.329205488,0.965433408,0.179231082
walk,1.241666704,0.931250000,0.089099906,0.155735056,0.227435373,0.089082533,0.104304257,0.392929002,-0.095795881,0.142696829,-0.266575442,-0.089886190,0.017135072,-0.147274992,0.249746243,0.903137363,-0.068637370,-0.328472258,0.965594473,0.182390983
walk,1.245833370,0.934375000,0.089104249,0.151637505,0.230385161,0.089082413,0.103179186,0.396773445,-0.095831231,0.142809952,-0.270514966,-0.089886482,0.017107890,-0.151364103,0.249836698,0.902015818,-0.070036010,-0.327713164,0.965765036,0.185545114
walk,1.250000037,0.937500000,0.089102401,0.147692089,0.233303257,0.089078986,0.102221850,0.400532825,-0.095868793,0.142946827,-0.274449596,-0.089889506,0.017104613,-0.155448495,0.249920780,0.900895203,-0.071434013,-0.326928255,0.965945019,0.188693223
walk,1.254166704,0.940625000,0.089094650,0.143899242,0.236188520,0.089072586,0.101431720,0.404205727,-0.095908533,0.143107386,-0.278379051,-0.089895230,0.017125190,-0.159527870,0.249998493,0.899775526,-0.072831350,-0.326117585,0.966134340,0.191835057
walk,1.258333371,0.943750000,0.089081287,0.140259366,0.239039814,0.089063550,0.100808231,0.407790760,-0.095950418,0.143291560,-0.282303051,-0.089903618,0.017169569,-0.163601929,0.250069837,0.898656793,-0.074227992,-0.325281210,0.966332918,0.194970366
walk,1.262500038,0.946875000,0.089062607,0.136772827,0.241856007,0.089052213,0.100350781,0.411286553,-0.095994413,0.143499272,-0.286221320,-0.089914636,0.017237692,-0.167670376,0.250134816,0.897539011,-0.075623912,-0.324419188,0.966540672,0.198098900
walk,1.266666704,0.950000000,0.089038910,0.133439960,0.244635965,0.089038912,0.100058712,0.414691747,-0.096040484,0.143730442,-0.290133582,-0.089928250,0.017329495,-0.171732916,0.250193432,0.896422188,-0.077019078,-0.323531582,0.966757520,0.201220409
walk,1.270833371,0.953125000,0.089052957,0.130243074,0.246758936,0.089043651,0.098688207,0.417163063,-0.096059075,0.143702570,-0.294143477,-0.089924722,0.017213420,-0.175838189,0.250392848,0.895443290,-0.078228269,-0.322713514,0.966979762,0.204089789
walk,1.275000038,0.956250000,0.089061378,0.127187077,0.248842983,0.089045350,0.097462260,0.419575846,-0.096079521,0.143709950,-0.298146792,-0.089923093,0.017132674,-0.179936943,0.250587712,0.894465268,-0.079436993,-0.321873495,0.967209595,0.206953881
walk,1.279166705,0.959375000,0.089064488,0.124272265,0.250887404,0.089044362,0.096380960,0.421929356,-0.096101778,0.143752522,-0.302143199,-0.089923314,0.017087198,-0.184028852,0.250778026,0.893488124,-0.080645235,-0.321011573,0.967446954,0.209812485
walk,1.283333372,0.962500000,0.089062604,0.121498907,0.252891503,0.089041041,0.095444367,0.424222862,-0.096125799,0.143830225,-0.306132370,-0.089925337,0.017076929,-0.188113588,0.250963791,0.892511862,-0.081852976,-0.320127794,0.967691774,0.212665401
walk,1.287500038,0.965625000,0.089056046,0.118867246,0.254854593,0.089035742,0.094652514,0.426455641,-0.096151540,0.143942991,-0.310113981,-0.089929115,0.017101802,-0.192190825,0.251145010,0.891536485,-0.083060200,-0.319222211,0.967943989,0.215512433
walk,1.291666705,0.968750000,0.089045137,0.116377495,0.256775991,0.089028823,0.094005404,0.428626979,-0.096178955,0.144090754,-0.314087705,-0.089934598,0.017161747,-0.196260238,0.251321683,0.890561997,-0.084266888,-0.318294875,0.968203532,0.218353382
walk,1.295833372,0.971875000,0.089030204,0.114029842,0.258655023,0.089020644,0.093503016,0.430736171,-0.096207997,0.144273440,-0.318053216,-0.089941738,0.017256693,-0.200321502,0.251493812,0.889588400,-0.085473025,-0.317345842,0.968470337,0.221188053
walk,1.300000039,0.975000000,0.089011577,0.111824469,0.260490999,0.089011564,0.093145296,0.432782497,-0.096238619,0.144490964,-0.322010196,-0.089950485,0.017386554,-0.204374296,0.251661402,0.888615703,-0.086678588,-0.316375171,0.968744336,0.224016242
walk,1.304166706,0.978125000,0.089011593,0.110752471,0.261308245,0.089007364,0.092688649,0.433665351,-0.096237968,0.144186418,-0.326166333,-0.089945131,0.017051407,-0.208563757,0.251967872,0.887858488,-0.087690579,-0.315512245,0.969051533,0.226496759
walk,1.308333372,0.981250000,0.089011100,0.109696566,0.262120825,0.089003855,0.092248322,0.434541340,-0.096240344,0.143979225,-0.330293809,-0.089941966,0.016813608,-0.212724625,0.252271315,0.887102019,-0.088702276,-0.314632580,0.969364292,0.228972811
walk,1.312500039,0.984375000,0.089010144,0.108656761,0.262928723,0.089001084,0.091824319,0.435410450,-0.096245572,0.143869046,-0.334391313,-0.089940803,0.016672824,-0.216855584,0.252571729,0.886346296,-0.089713670,-0.313736213,0.969682567,0.231444262
walk,1.316666706,0.987500000,0.089008772,0.107633064,0.263731926,0.088999103,0.091416642,0.436272665,-0.096253476,0.143855522,-0.338457539,-0.089941451,0.016628701,-0.220955321,0.252869116,0.885591322,-0.090724751,-0.312823182,0.970006312,0.233910979
